# N=100 REP=500 dy=0.01
# GRG
# eulerianCycle p
0 1
0.00078125 0.992
0.0015625 0.96
0.00234375 0.932
0.003125 0.87
0.00390625 0.79
0.0046875 0.706
0.00546875 0.64
0.00625 0.554
0.00703125 0.458
0.0078125 0.412
0.00859375 0.332
0.009375 0.256
0.0101563 0.186
0.0109375 0.18
0.0117188 0.12
0.0125 0.062
0.0132813 0.062
0.0140625 0.046
0.015625 0.04
0.0164063 0.014
0.0171875 0.008
0.01875 0
0.025 0
0.05 0
0.1 0
0.2 0
0.3 0
0.4 0
0.5 0
0.6 0
0.7 0
0.8 0
0.9 0
1 0
